Domain with IP address,Long URL,Presence of at,Presence of back,Age of Domain,Request URL Percentage,Using pop up or IFrame,Domain name includes symbol,Website traffic,outcome,class
2.917608283734128,1.626671618447555,2.6642624997675064,1.684005478507544,2.912095273645061,1.025977463483279,1.636472471007981,2.8203618517971627,1.131948126906036,83.8903295607658,1
2.5880279872846286,1.8072668737151512,2.935341980426939,1.3266308161685103,1.3439735618800988,2.513215856471399,2.3743432366226873,1.813088556268503,2.2460568951847626,76.90880106294556,1
1.3839568377892173,2.433355718023719,1.292786297869534,2.4223014757368704,1.5785852954942143,1.681284612651151,2.189123601396469,2.088836209586531,1.2680133967691989,72.58795915752695,1
2.2696078480134356,1.4296312299576146,1.745184327684977,2.566800638573329,2.761978822321923,1.0908196616651915,2.9647873644937186,1.7385099095894747,1.5112101464803684,84.1624292597468,1
2.4486183490777673,2.235380602869254,2.1303357215858734,2.11572200082861,1.6863673359841254,2.284929449342635,1.0792339865168983,1.9427621221450877,2.331717027944922,70.01643081744805,1
1.3556605701143902,1.8473508696307177,1.6416904575571876,2.1809597818466777,2.463011677364923,1.640039304739541,2.5482295016765515,2.2915377974700966,1.3455750621752571,81.32619606061914,1
2.1112156889738056,2.8630642074602246,2.598895608104139,1.7886356363172975,1.1328369787503696,2.927390718515441,2.405330595624482,2.2778914894805973,1.9005405356433536,81.48797177180155,1
1.2247006476024103,2.8814624519082224,1.6915582062614638,2.1610132113528637,2.3561901177936324,1.6425003779896126,1.216799095090151,1.8571071117873137,2.361436055441952,69.13934285156152,1
1.8826008989292935,1.5047580844662483,1.5196998227850513,2.9839956971302035,2.929830946482108,1.3495598366247084,1.4990847104771892,1.4807766143546015,2.8477551130125978,74.63218950381014,1
2.0405300553336785,1.2188369857305985,1.8279192837573763,1.1563605382732414,2.249444176538601,2.2380457988001883,1.6912697722603547,1.187869025339998,2.2129082416763035,62.76348529258247,1
2.129682940238525,1.9423739510570115,2.279046795293687,2.423607065972085,1.0724014414367258,1.4827527960522642,2.5823242985021446,2.0939974516286552,1.2252891221493056,77.71862483883106,1
2.6737036276167236,2.5719177701454368,2.0749055296147327,2.1858815484768,2.237777665597168,1.6981208083570323,1.3789917545482127,1.8115910557363333,1.080605984965898,71.23095033886622,1
1.0155018620728429,2.8310885089997253,2.1921366840499017,1.842286845218621,1.77478916685079,2.108086836374378,1.6870698623855795,1.3829559033426022,1.89097314827593,65.65730102816075,1
2.0513191420417343,2.620557475819906,1.5878619871111148,2.967041759092535,2.92658247447057,1.1616235171655114,2.1216332092859176,1.3221122320794496,1.7815077609421928,77.30110319538116,1
1.9772156342849314,1.9544421344070435,2.397583475485013,2.467125854718976,2.5473437756889172,2.6607745333509643,1.8914493654427762,1.0817474586654416,2.9105810531147482,76.58158868141903,1
2.0250067922359527,1.9098669219201236,2.055790516773131,2.4722497897469324,1.3338933330671088,2.099433564523218,2.450496473913902,1.0407133361877856,2.8424118055902614,72.067840744783,1
1.122838229255656,2.8364997965552963,2.833663810978313,1.4788352399237157,1.997482786007349,2.116813143710502,1.0337448443071682,1.981178842055408,2.409138519232321,68.95089328747684,1
2.169383215249604,2.049528200905486,2.162577127738526,1.4231832014427195,1.1684387885832357,1.863741090154763,1.757723709817431,1.2723907526906546,2.53670402479231,62.31090977513806,1
1.2512958803934873,2.4769946324996512,1.937794925473483,2.59019183092612,1.7924269058196314,2.176776711978701,2.3851653814604807,2.36493554226148,1.9442744065593107,83.2517049480225,1
2.0381199648476116,2.7971974389966627,1.6669992026981768,2.932152208271229,2.6183824209555153,1.8693998572037902,2.547532575210233,1.952427754623423,2.054503617758811,87.09402466883618,1
1.0778978540410262,1.993804642977929,1.1507505243505927,1.8761651692770545,1.817882051134676,1.5221389152445628,2.602887986707447,1.672764210407162,2.7092224302398096,71.56354302881378,1
2.057115754112756,1.8707475247037604,1.3088421485680346,2.2207654938584165,2.013058407262621,2.2632806531225427,1.014385811755821,2.2427388592196986,1.4315148118931227,68.07879428986179,1
2.605114473499655,2.8464921256492763,1.3296540147965357,1.7794094658745596,2.8038462746980874,1.1357918352372611,1.8011761612320945,2.5253305293818227,1.627573687090805,78.95573093364725,1
1.1283609808675885,1.3605252435679427,2.326940579596024,2.148432899828401,2.4442571658863184,2.971739453558512,2.1160696526394007,2.979797156532668,1.4245909339310685,88.4278522571492,1
2.914182063416585,2.56248427405532,2.4256230834653527,2.1022235099801962,2.7628287521389363,1.8579223565471665,1.0522616611305502,2.7365115258262533,2.087539404969614,83.3562225898598,1
2.57255806572795,1.3311840894607763,2.523985556169746,2.2387754432294016,1.1056723216870694,1.4315025591096255,1.4227588376825149,1.5156888950797391,2.913830378378538,67.00841790233211,1
1.0285098797150238,1.3006277087135802,2.964177388819214,1.0925861457260142,1.638861887687698,1.0034790585143598,2.939970538805469,1.4377657366540282,1.011177251231796,69.36056575031135,1
1.2876087768179987,1.8417107955193626,2.501261063596522,1.180781264313298,2.243928486189022,2.9594435042035716,1.6851408864526396,2.0706952644187346,2.408238530151471,74.39826989615285,1
2.7740712796014932,2.4222442680508927,1.9045214356106206,1.3930088220252475,1.4623902043089185,2.420247057038968,1.3810220580883343,1.919433012544195,1.3716093339065325,65.77225406086262,1
2.86057523966002,1.5468594831279725,1.8288801814233113,1.5803496400355814,2.650909103841074,2.3335659073752266,2.643640696824552,1.3696771180803682,1.8178480769452605,77.51887201348525,1
1.6827355685684762,2.615995883157721,2.5018232710683406,1.4407188048564517,2.694355932308997,1.5001293838512766,2.414766626058385,1.265256135252372,1.1691401700123907,72.70811112386104,1
2.233127907328308,1.1732233286325144,1.2518756850822785,1.5825342635882,2.476172797196776,2.6152012767831296,2.527210067778686,2.7152902150688227,1.6662560705546385,84.15872436006755,1
1.1065307176361177,2.766645723763979,1.962732780003601,1.4853410269348302,2.46132508023965,2.861116709669554,1.4188238968422828,2.877651228437384,2.2657675894629277,80.06718964386269,1
1.6885874121567046,2.5130981870993,2.0137282625711705,2.6066656347470785,1.8586070840098508,2.6945306260244726,2.9995742146364153,2.0290601577195613,2.4166931793509043,88.75213240280016,1
1.8731941147144213,1.3174554976605153,1.7054152601118864,2.636055128026585,2.9568393202605465,2.4754978427372536,2.2299625646593086,2.492663217092571,1.9070417073851482,88.88872558032497,1
1.271874442329422,2.629816253205305,2.5297172696025365,1.018487672335469,1.0120972044414749,1.8282144367450177,2.0578151665411157,1.6903474433346262,1.3985943366351603,63.57462446925993,1
1.9930221692406935,1.62469960823532,1.994489942220247,1.2958418504695053,2.9057759878973863,1.0464519570687434,1.6920209480384765,2.0648754977332398,2.9630031849026928,74.735750255282,1
